full_text,case_folding CPMK2,preprocessing CPMK3,final_label,preprocessing,label,confidence
sendokshower49 server fish penuh juga isinya kebanyakan bot tertawa orang bisa pake akun bot seperti orang kurang kerjaan,sendokshower49 server fish penuh juga isinya kebanyakan bot tertawa orang bisa pake akun bot seperti orang kurang kerjaan,sendokshower server penuh isi banyak bot tawa orang pakai akun bot orang kerja,negative,sendokshower server penuh isi banyak bot tawa orang pakai akun bot orang kerja,,0.5139657015491639
pancingan baru wkt update fish nanti kira harga berapa guys,pancingan baru wkt update fish nanti kira harga berapa guys,pancing wkt update harga,positive,pancing wkt update harga,,0.6535004820161249
decocohehe sebuah percakapan fish roblox https //t.co/3pu2dmjz3z,decocohehe sebuah percakapan fish roblox https //t.co/3pu2dmjz3z,decocohehe cakap roblox dmjz,positive,decocohehe cakap roblox dmjz,,0.6054953746128391
siapa yang mau main fish,siapa yang mau main fish,main,positive,main,,0.4685730039316457
mlanjutkan perjuangan nenek moyang dengan mancing fish https //t.co/aysjrkqk6d,mlanjutkan perjuangan nenek moyang dengan mancing fish https //t.co/aysjrkqk6d,mlanjutkan juang nenek moyang pancing aysjrkqk,positive,mlanjutkan juang nenek moyang pancing aysjrkqk,,0.5278371268485885
fish gila aku mimpi dpt secret berturut-turut,fish gila aku mimpi dpt secret berturut-turut,gila mimpi secret,negative,gila mimpi secret,,0.6029011914657915
sebuah fromdis tudis alias graduate dari fish https //t.co/eg2gspzy2p,sebuah fromdis tudis alias graduate dari fish https //t.co/eg2gspzy2p,fromdis tudis alias graduate gspzy,negative,fromdis tudis alias graduate gspzy,,0.4436058015607689
febyy_s tertawa aku tidak mau fish pake laptop soalnya lama banget narik,febyy_s tertawa aku tidak mau fish pake laptop soalnya lama banget narik,febyy s tawa pakai laptop tarik,negative,febyy s tawa pakai laptop tarik,,0.43444973802500736
auuthor louisoliverx runtolld garden0flove aetherisse apasi fish,auuthor louisoliverx runtolld garden0flove aetherisse apasi fish,auuthor louisoliverx runtolld garden flove aetherisse apas,negative,auuthor louisoliverx runtolld garden flove aetherisse apas,,0.4116241509474302
sudah bisa gift batu belum fish,sudah bisa gift batu belum fish,gift batu,negative,gift batu,,0.4893106191219906
callaflawss gpp fish tidak mandang ava tertawa,callaflawss gpp fish tidak mandang ava tertawa,callaflawss gpp mandang ava tawa,positive,callaflawss gpp mandang ava tawa,,0.39991019942994965
danjeurss lah iyaa sudah 400 stres sih main fish tidak afk,danjeurss lah iyaa sudah 400 stres sih main fish tidak afk,danjeurss iyaa stres main away from keyboard,negative,danjeurss iyaa stres main away from keyboard,,0.39056815898095426
roblox info kan private server fish yang full cuaca dong sekalian mutual sini,roblox info kan private server fish yang full cuaca dong sekalian mutual sini,roblox informasi private server full cuaca mutual,positive,roblox informasi private server full cuaca mutual,,0.5747786108780331
undipmfs2 fish harga mati,undipmfs2 fish harga mati,undipmfs harga mati,negative,undipmfs harga mati,,0.4767341290129245
hooneela duh aku lupa add banget besok yaahh nela padahal tadi aku diemin auto fish,hooneela duh aku lupa add banget besok yaahh nela padahal tadi aku diemin auto fish,hooneela duh lupa add besok yaahh nela diemin auto,positive,hooneela duh lupa add besok yaahh nela diemin auto,,0.41024223030220547
totallyvane txtfromroblox kyknya tadi siang aku server sama kamu kak fish tertawa sotoy,totallyvane txtfromroblox kyknya tadi siang aku server sama kamu kak fish tertawa sotoy,totallyvane kyknya siang server tawa sotoy,positive,totallyvane kyknya siang server tawa sotoy,,0.45493317223933616
jdbellihm aku malah laptopnya yang sudah ngambek asal masuk map fish tidak mau laoding,jdbellihm aku malah laptopnya yang sudah ngambek asal masuk map fish tidak mau laoding,jdbellihm laptop ngambek masuk map laoding,positive,jdbellihm laptop ngambek masuk map laoding,,0.431733457643365
langganan virtual phone biar afk fish berburu megalodon tanpa merusak device https //t.co/7ptrt1qcoo,langganan virtual phone biar afk fish berburu megalodon tanpa merusak device https //t.co/7ptrt1qcoo,langgan virtual phone away from keyboard buru megalodon rusak device ptrt qcoo,positive,langgan virtual phone away from keyboard buru megalodon rusak device ptrt qcoo,,0.47820333327386133
terimakasih gople untuk sks matkul fish nya,terimakasih gople untuk sks matkul fish nya,terimakasih gople sks matkul,negative,terimakasih gople sks matkul,,0.4116241509474302
keseringan join private server fish punya boy gue jadi kaget waktu main server umum banyak banget orangnya️,keseringan join private server fish punya boy gue jadi kaget waktu main server umum banyak banget orangnya️,sering join private server boy kaget main server orang,negative,sering join private server boy kaget main server orang,,0.4253577983514937
fish tournament terus slogannya show your skill aja sudah aneh kata gue,fish tournament terus slogannya show your skill aja sudah aneh kata gue,tournament slogan show your skill aneh,positive,tournament slogan show your skill aneh,,0.46799916828460375
kenapa fish bajunya hilang ava aku tlanjang malu,kenapa fish bajunya hilang ava aku tlanjang malu,baju hilang ava tlanjang malu,positive,baju hilang ava tlanjang malu,,0.4489742476988344
acshran gue akui fish kamu jago nya,acshran gue akui fish kamu jago nya,acshran aku jago,negative,acshran aku jago,,0.44008662433755996
morndral bisa ditinggal ini aku aja sudah jam ninggalin fish aku buat afk,morndral bisa ditinggal ini aku aja sudah jam ninggalin fish aku buat afk,morndral tinggal jam tinggal away from keyboard,positive,morndral tinggal jam tinggal away from keyboard,,0.400380731122153
saran lokasi farming koin fish bang,saran lokasi farming koin fish bang,saran lokasi farming koin,positive,saran lokasi farming koin,,0.4735481313450364
tanya seorang pemancing yang mulai pindah fish https //t.co/syocfskh1o,tanya seorang pemancing yang mulai pindah fish https //t.co/syocfskh1o,pancing pindah syocfskh,negative,pancing pindah syocfskh,,0.416158512074396
oiya aku mau afk fish,oiya aku mau afk fish,oiya away from keyboard,neutral,oiya away from keyboard,,0.38633777294035976
gila ini semua orang nongkrong fish jierr,gila ini semua orang nongkrong fish jierr,gila orang nongkrong jierr,negative,gila orang nongkrong jierr,,0.7452390003694197
fish game kocak anjing sudah minggu isle level hampir 400 caught 83k++ ngestuck 1/105k alias kocyagg,fish game kocak anjing sudah minggu isle level hampir 400 caught 83k++ ngestuck 1/105k alias kocyagg,game kocak minggu isle level caught stuck alias kocyagg,negative,game kocak minggu isle level caught stuck alias kocyagg,,0.46797759202259825
kocak anjing ada tournament fish terus posternya ada tulisan show your skills ceunah,kocak anjing ada tournament fish terus posternya ada tulisan show your skills ceunah,kocak tournament poster tulis show your skills ceunah,negative,kocak tournament poster tulis show your skills ceunah,,0.41476547538181874
delapski siapa cog yang wangi fish,delapski siapa cog yang wangi fish,delapski cog bagus,negative,delapski cog bagus,,0.43268443516388566
gue bosen banget main roblok connection gue isinya main fish sama naik gunung doang mostly,gue bosen banget main roblok connection gue isinya main fish sama naik gunung doang mostly,bosen main roblok connection isi main gunung mostly,positive,bosen main roblok connection isi main gunung mostly,,0.4382399713520021
ocsnuna bang utun main fish nggak bang bagi megalodon dong bang kalau main,ocsnuna bang utun main fish nggak bang bagi megalodon dong bang kalau main,ocsnuna utun main megalodon main,positive,ocsnuna utun main megalodon main,,0.4685730039316457
faanmasia menit kemudian keciduk lagi map fish,faanmasia menit kemudian keciduk lagi map fish,faanmasia menit ciduk map,positive,faanmasia menit ciduk map,,0.4944138914699265
hellosidney02 kadang² aja gitu sih kak tapi masalahnya main fish sama seperti yang aku bilang kemarin,hellosidney02 kadang² aja gitu sih kak tapi masalahnya main fish sama seperti yang aku bilang kemarin,hellosidney kadang main bilang kemarin,positive,hellosidney kadang main bilang kemarin,,0.4143801979492181
gue sudah gamau maen fish lagi,gue sudah gamau maen fish lagi,main,positive,main,,0.4685730039316457
uji pertemanan yang sesungguhnya fish https //t.co/hfyzmrszri,uji pertemanan yang sesungguhnya fish https //t.co/hfyzmrszri,uji teman sungguh hfyzmrszri,positive,uji teman sungguh hfyzmrszri,,0.4646128382854373
mau main fish tapi pancingan aku jelek,mau main fish tapi pancingan aku jelek,main pancing jelek,positive,main pancing jelek,,0.4663291547020983
mbaditaa fish kalau mbakdit,mbaditaa fish kalau mbakdit,mbaditaa mbakdit,negative,mbaditaa mbakdit,,0.4116241509474302
baru hari pertama main fish kayaknya mulai kena penyakit mancing gila,baru hari pertama main fish kayaknya mulai kena penyakit mancing gila,main kayak sakit pancing gila,negative,main kayak sakit pancing gila,,0.6020026573080356
hooneela okaayy maleman buka roblok aku add ingyh aku suka fish dan panjat,hooneela okaayy maleman buka roblok aku add ingyh aku suka fish dan panjat,hooneela okaayy malam buka roblok add ingyh suka panjat,positive,hooneela okaayy malam buka roblok add ingyh suka panjat,,0.562613406938843
berasumsie bismillah narik secret fish,berasumsie bismillah narik secret fish,berasumsie bismillah tarik secret,positive,berasumsie bismillah tarik secret,,0.5252495143867498
tidak seperti fish dapetin trisula aja menghabiskan coin emang kikir https //t.co/zk3qoue93r,tidak seperti fish dapetin trisula aja menghabiskan coin emang kikir https //t.co/zk3qoue93r,dapetin trisula habis coin kikir qoue,negative,dapetin trisula habis coin kikir qoue,,0.5219198771912237
semenjak main fish roblox sudah tidak pernah nyentuh lagi pdhl seminggu sblumnya kompe banget push rank wkwkw,semenjak main fish roblox sudah tidak pernah nyentuh lagi pdhl seminggu sblumnya kompe banget push rank wkwkw,semenjak main roblox nyentuh pdhl minggu sblumnya kompe push rank wkwkw,positive,semenjak main roblox nyentuh pdhl minggu sblumnya kompe push rank wkwkw,,0.43569631453749247
romegolarge maen fish disini seger banget kali,romegolarge maen fish disini seger banget kali,romegolarge main seger,positive,romegolarge main seger,,0.4685730039316457
paket dari summercurse tingkyuu fribis lucunyaa byy seneng banget dikirimin keychain suget ucull saking lamanya buka sekarang aku liat aquariumnya spt vibes fish dibanding okinawa mancingmaniamantap https //t.co/ue68hvkwd1,paket dari summercurse tingkyuu fribis lucunyaa byy seneng banget dikirimin keychain suget ucull saking lamanya buka sekarang aku liat aquariumnya spt vibes fish dibanding okinawa mancingmaniamantap https //t.co/ue68hvkwd1,paket summercurse tingkyuu frib lucunyaa byy neng dikirimin keychain suget ucull saking buka lihat aquariumnya spt vibes banding okinawa mancingmaniamantap hvkwd,negative,paket summercurse tingkyuu frib lucunyaa byy neng dikirimin keychain suget ucull saking buka lihat aquariumnya spt vibes banding okinawa mancingmaniamantap hvkwd,,0.44634921523254445
hari senin ini mari kita tutup dengan fish woi talon tolong kasih aku secret,hari senin ini mari kita tutup dengan fish woi talon tolong kasih aku secret,senin tutup woi talon secret,positive,senin tutup woi talon secret,,0.395328297360825
lagi holic melupakan fish,lagi holic melupakan fish,holic lupa,negative,holic lupa,,0.530600816702999
game full random seperti fish ada turnamennya mana taglinenya show your skill hebat,game full random seperti fish ada turnamennya mana taglinenya show your skill hebat,game full random turnamen taglinenya show your skill hebat,negative,game full random turnamen taglinenya show your skill hebat,,0.41630814868283916
bye fish gue akan nonton dracin aja,bye fish gue akan nonton dracin aja,bye nonton dracin,negative,bye nonton dracin,,0.6028796848095532
sini ada gdm fish tidak mau join,sini ada gdm fish tidak mau join,gdm join,negative,gdm join,,0.42166997961040015
roblox yang suka main bareng fish amp mendaki ada yang mau join server discord membernya rame sering yapping kalau minat boleh reply,roblox yang suka main bareng fish amp mendaki ada yang mau join server discord membernya rame sering yapping kalau minat boleh reply,roblox suka main bareng daki join server discord membernya ramai yapping minat reply,positive,roblox suka main bareng daki join server discord membernya ramai yapping minat reply,,0.7160693633684234
tiktok anjj sekarang gue kalau denger let down radiohead jadi keinget player fish pake kursi roda yang tatapannya kosong kupingnya sudah layu,tiktok anjj sekarang gue kalau denger let down radiohead jadi keinget player fish pake kursi roda yang tatapannya kosong kupingnya sudah layu,tiktok anjj denger let down radiohead keinget player pakai kursi roda tatap kosong kuping layu,negative,tiktok anjj denger let down radiohead keinget player pakai kursi roda tatap kosong kuping layu,,0.4768978859770452
banget sudah hari fish gbs trade hftt,banget sudah hari fish gbs trade hftt,gbs trade hftt,positive,gbs trade hftt,,0.4097642030424999
lestgoo boost luck server fish jam mauu mulaii 10k aja,lestgoo boost luck server fish jam mauu mulaii 10k aja,lestgoo boost luck server jam mauu mulai,negative,lestgoo boost luck server jam mauu mulai,,0.4122735085336743
cheesznutt mulai dehh sindrom fish,cheesznutt mulai dehh sindrom fish,cheesznutt dehh sindrom,negative,cheesznutt dehh sindrom,,0.4116241509474302
alkademik iya sedihnyoo aku nyoba main fish gampang banget masa kaya tap-tap doang tidak ada apa tidak ada seru yang bikin berusaha gitu lho gamenya beneran game tap-tap aja imo dari orang yang main fisch sejak awal kalau buat aku memang kurang menantang aja sih,alkademik iya sedihnyoo aku nyoba main fish gampang banget masa kaya tap-tap doang tidak ada apa tidak ada seru yang bikin berusaha gitu lho gamenya beneran game tap-tap aja imo dari orang yang main fisch sejak awal kalau buat aku memang kurang menantang aja sih,alkademik sedihnyoo coba main gampang kaya tap tap seru usaha lho gamenya beneran game tap tap imo orang main fisch tantang,negative,alkademik sedihnyoo coba main gampang kaya tap tap seru usaha lho gamenya beneran game tap tap imo orang main fisch tantang,,0.4604976069302969
merayakanemosi sekarang orang orang berpindah fish bukan,merayakanemosi sekarang orang orang berpindah fish bukan,merayakanemosi orang orang pindah,negative,merayakanemosi orang orang pindah,,0.6057713284921213
pensiun fish sudah,pensiun fish sudah,pensiun,negative,pensiun,,0.37964745873476796
