full_text,case_folding CPMK2,preprocessing CPMK3,label
sudah bener abis subuh jangan tidur sambil afk fish https //t.co/vhtu13ms2k,sudah bener abis subuh jangan tidur sambil afk fish https //t.co/vhtu13ms2k,bener habis subuh tidur away from keyboard vhtu,nan
stratoevsky kamu mancing fish gasi nya,stratoevsky kamu mancing fish gasi nya,stratoevsky pancing gas,nan
ehee pagi baru fish langsung dpt ghost shark https //t.co/jkfr9jsxjn,ehee pagi baru fish langsung dpt ghost shark https //t.co/jkfr9jsxjn,ehee pagi langsung ghost shark jkfr jsxjn,nan
semenjak mengerjakan tugas sambil afk fish aku tidak pernah dengerin lagu ‍️‍️,semenjak mengerjakan tugas sambil afk fish aku tidak pernah dengerin lagu ‍️‍️,semenjak tugas away from keyboard dengerin lagu,nan
aku suka mancing fish walau msih noob kadang fisch indo voice masih mau belajar main kadang mendaki walau dontol masuk map karaoke kalau nyanyi sekali salon karena kepo tapi asik juga wkakwkwkwk,aku suka mancing fish walau msih noob kadang fisch indo voice masih mau belajar main kadang mendaki walau dontol masuk map karaoke kalau nyanyi sekali salon karena kepo tapi asik juga wkakwkwkwk,suka pancing msih noob kadang fisch indo voice ajar main kadang daki dontol masuk map karaoke nyanyi salon kepo asik wkakwkwkwk,nan
gapapa hbis ini kita afk fish lagi,gapapa hbis ini kita afk fish lagi,gapapa hbis away from keyboard,nan
seseorang berhak untuk menolak kita jadi setidaknya belajar untuk menerima penolakan jangan dipaksa what just let her/him keep improving yourself there are plenty fish the sea,seseorang berhak untuk menolak kita jadi setidaknya belajar untuk menerima penolakan jangan dipaksa what just let her/him keep improving yourself there are plenty fish the sea,hak tolak ajar terima tolak paksa what just let her him keep improving yourself there are plenty the sea,nan
guys fitur ngasih ikan fish sudah bisa tidak,guys fitur ngasih ikan fish sudah bisa tidak,fitur ngasih,nan
wts/wtt gakepake mau pensiun juga tuker coin fish juga boleh asal sesuai https //t.co/l0s3hgmg8p,wts/wtt gakepake mau pensiun juga tuker coin fish juga boleh asal sesuai https //t.co/l0s3hgmg8p,wts wtt gakepake pensiun tuker coin sesuai hgmg,nan
kalian pake apk apa buat afk fish,kalian pake apk apa buat afk fish,pakai apk away from keyboard,nan
apapun kondisinya fish dulu tertawa https //t.co/qqfnaxegyk,apapun kondisinya fish dulu tertawa https //t.co/qqfnaxegyk,apa kondisi tawa qqfnaxegyk,nan
gatau aku semalem tidak main fish sekarang masih kah,gatau aku semalem tidak main fish sekarang masih kah,gatau malam main,nan
festivze lagi kenapa fish tapi itu nyesek banget kak 100 semaleman menghabiskan batre aja padahal jam bisa seribu mah mana ini mancing zonk banget kak dapet legenda doang tidak ada mitos nya apalagi secret tidak mungkin,festivze lagi kenapa fish tapi itu nyesek banget kak 100 semaleman menghabiskan batre aja padahal jam bisa seribu mah mana ini mancing zonk banget kak dapet legenda doang tidak ada mitos nya apalagi secret tidak mungkin,festivze nyesek maleman habis batre jam ribu pancing zonk legenda mitos secret,nan
xpapa virus fish jauh-jauh tolong,xpapa virus fish jauh-jauh tolong,xpapa virus,nan
sudah puasa fish seminggu tautau dapet kabar begini hmm apakah ini saatnya buka fish itnlagi https //t.co/aghbbejykc,sudah puasa fish seminggu tautau dapet kabar begini hmm apakah ini saatnya buka fish itnlagi https //t.co/aghbbejykc,puasa minggu tautau kabar hmm buka itnlagi aghbbejykc,nan
fish game iri dengki penyakit hati,fish game iri dengki penyakit hati,game iri dengki sakit hati,nan
sipalingayuu pake baju classic kak biar tidak telanjang soalnya map fish masuk kategori jadi baju tidak support,sipalingayuu pake baju classic kak biar tidak telanjang soalnya map fish masuk kategori jadi baju tidak support,sipalingayuu pakai baju classic telanjang map masuk kategori baju support,nan
ada tidak sih pas masuk fish jadi telanjang kok aku tiap masuk bajuku jadi ilang,ada tidak sih pas masuk fish jadi telanjang kok aku tiap masuk bajuku jadi ilang,masuk telanjang masuk baju ilang,nan
auliadftr fish emg aku belum punya secret kocak msh 1/100k,auliadftr fish emg aku belum punya secret kocak msh 1/100k,auliadftr secret kocak msh,nan
auliadftr fish aku gapunya kocak fisch ayo aja gue mah,auliadftr fish aku gapunya kocak fisch ayo aja gue mah,auliadftr gapunya kocak fisch,nan
pienacore misuh misuh ada yang bucin map publik fish,pienacore misuh misuh ada yang bucin map publik fish,pienacore misuh misuh bucin map publik,nan
penyakit fish gila https //t.co/kddbmfised,penyakit fish gila https //t.co/kddbmfised,sakit gila kddbmfised,nan
petalmori maw nya dikokop secret fish kakk,petalmori maw nya dikokop secret fish kakk,petalmori maw dikokop secret,nan
sudah tidur aja sekalian afk map fish siapa tau dapat lumba-lumba pink btw hari ini aku uts tapi tetap begadang tertawa babayy all selamat mimpi indahh mwahh,sudah tidur aja sekalian afk map fish siapa tau dapat lumba-lumba pink btw hari ini aku uts tapi tetap begadang tertawa babayy all selamat mimpi indahh mwahh,tidur away from keyboard map lumba lumba pink uts begadang tawa babayy all selamat mimpi indahh mwahh,nan
sudah muak main fish bye,sudah muak main fish bye,muak main bye,nan
sendokshower49 server fish penuh juga isinya kebanyakan bot tertawa orang bisa pake akun bot seperti orang kurang kerjaan,sendokshower49 server fish penuh juga isinya kebanyakan bot tertawa orang bisa pake akun bot seperti orang kurang kerjaan,sendokshower server penuh isi banyak bot tawa orang pakai akun bot orang kerja,nan
pancingan baru wkt update fish nanti kira harga berapa guys,pancingan baru wkt update fish nanti kira harga berapa guys,pancing wkt update harga,nan
decocohehe sebuah percakapan fish roblox https //t.co/3pu2dmjz3z,decocohehe sebuah percakapan fish roblox https //t.co/3pu2dmjz3z,decocohehe cakap roblox dmjz,nan
siapa yang mau main fish,siapa yang mau main fish,main,nan
mlanjutkan perjuangan nenek moyang dengan mancing fish https //t.co/aysjrkqk6d,mlanjutkan perjuangan nenek moyang dengan mancing fish https //t.co/aysjrkqk6d,mlanjutkan juang nenek moyang pancing aysjrkqk,nan
fish gila aku mimpi dpt secret berturut-turut,fish gila aku mimpi dpt secret berturut-turut,gila mimpi secret,nan
sebuah fromdis tudis alias graduate dari fish https //t.co/eg2gspzy2p,sebuah fromdis tudis alias graduate dari fish https //t.co/eg2gspzy2p,fromdis tudis alias graduate gspzy,nan
febyy_s tertawa aku tidak mau fish pake laptop soalnya lama banget narik,febyy_s tertawa aku tidak mau fish pake laptop soalnya lama banget narik,febyy s tawa pakai laptop tarik,nan
auuthor louisoliverx runtolld garden0flove aetherisse apasi fish,auuthor louisoliverx runtolld garden0flove aetherisse apasi fish,auuthor louisoliverx runtolld garden flove aetherisse apas,nan
sudah bisa gift batu belum fish,sudah bisa gift batu belum fish,gift batu,nan
callaflawss gpp fish tidak mandang ava tertawa,callaflawss gpp fish tidak mandang ava tertawa,callaflawss gpp mandang ava tawa,nan
danjeurss lah iyaa sudah 400 stres sih main fish tidak afk,danjeurss lah iyaa sudah 400 stres sih main fish tidak afk,danjeurss iyaa stres main away from keyboard,nan
roblox info kan private server fish yang full cuaca dong sekalian mutual sini,roblox info kan private server fish yang full cuaca dong sekalian mutual sini,roblox informasi private server full cuaca mutual,nan
undipmfs2 fish harga mati,undipmfs2 fish harga mati,undipmfs harga mati,nan
hooneela duh aku lupa add banget besok yaahh nela padahal tadi aku diemin auto fish,hooneela duh aku lupa add banget besok yaahh nela padahal tadi aku diemin auto fish,hooneela duh lupa add besok yaahh nela diemin auto,nan
totallyvane txtfromroblox kyknya tadi siang aku server sama kamu kak fish tertawa sotoy,totallyvane txtfromroblox kyknya tadi siang aku server sama kamu kak fish tertawa sotoy,totallyvane kyknya siang server tawa sotoy,nan
jdbellihm aku malah laptopnya yang sudah ngambek asal masuk map fish tidak mau laoding,jdbellihm aku malah laptopnya yang sudah ngambek asal masuk map fish tidak mau laoding,jdbellihm laptop ngambek masuk map laoding,nan
langganan virtual phone biar afk fish berburu megalodon tanpa merusak device https //t.co/7ptrt1qcoo,langganan virtual phone biar afk fish berburu megalodon tanpa merusak device https //t.co/7ptrt1qcoo,langgan virtual phone away from keyboard buru megalodon rusak device ptrt qcoo,nan
terimakasih gople untuk sks matkul fish nya,terimakasih gople untuk sks matkul fish nya,terimakasih gople sks matkul,nan
keseringan join private server fish punya boy gue jadi kaget waktu main server umum banyak banget orangnya️,keseringan join private server fish punya boy gue jadi kaget waktu main server umum banyak banget orangnya️,sering join private server boy kaget main server orang,nan
fish tournament terus slogannya show your skill aja sudah aneh kata gue,fish tournament terus slogannya show your skill aja sudah aneh kata gue,tournament slogan show your skill aneh,nan
kenapa fish bajunya hilang ava aku tlanjang malu,kenapa fish bajunya hilang ava aku tlanjang malu,baju hilang ava tlanjang malu,nan
acshran gue akui fish kamu jago nya,acshran gue akui fish kamu jago nya,acshran aku jago,nan
morndral bisa ditinggal ini aku aja sudah jam ninggalin fish aku buat afk,morndral bisa ditinggal ini aku aja sudah jam ninggalin fish aku buat afk,morndral tinggal jam tinggal away from keyboard,nan
saran lokasi farming koin fish bang,saran lokasi farming koin fish bang,saran lokasi farming koin,nan
tanya seorang pemancing yang mulai pindah fish https //t.co/syocfskh1o,tanya seorang pemancing yang mulai pindah fish https //t.co/syocfskh1o,pancing pindah syocfskh,nan
oiya aku mau afk fish,oiya aku mau afk fish,oiya away from keyboard,nan
gila ini semua orang nongkrong fish jierr,gila ini semua orang nongkrong fish jierr,gila orang nongkrong jierr,nan
fish game kocak anjing sudah minggu isle level hampir 400 caught 83k++ ngestuck 1/105k alias kocyagg,fish game kocak anjing sudah minggu isle level hampir 400 caught 83k++ ngestuck 1/105k alias kocyagg,game kocak minggu isle level caught stuck alias kocyagg,nan
kocak anjing ada tournament fish terus posternya ada tulisan show your skills ceunah,kocak anjing ada tournament fish terus posternya ada tulisan show your skills ceunah,kocak tournament poster tulis show your skills ceunah,nan
delapski siapa cog yang wangi fish,delapski siapa cog yang wangi fish,delapski cog bagus,nan
gue bosen banget main roblok connection gue isinya main fish sama naik gunung doang mostly,gue bosen banget main roblok connection gue isinya main fish sama naik gunung doang mostly,bosen main roblok connection isi main gunung mostly,nan
ocsnuna bang utun main fish nggak bang bagi megalodon dong bang kalau main,ocsnuna bang utun main fish nggak bang bagi megalodon dong bang kalau main,ocsnuna utun main megalodon main,nan
faanmasia menit kemudian keciduk lagi map fish,faanmasia menit kemudian keciduk lagi map fish,faanmasia menit ciduk map,nan
hellosidney02 kadang² aja gitu sih kak tapi masalahnya main fish sama seperti yang aku bilang kemarin,hellosidney02 kadang² aja gitu sih kak tapi masalahnya main fish sama seperti yang aku bilang kemarin,hellosidney kadang main bilang kemarin,nan
gue sudah gamau maen fish lagi,gue sudah gamau maen fish lagi,main,nan
uji pertemanan yang sesungguhnya fish https //t.co/hfyzmrszri,uji pertemanan yang sesungguhnya fish https //t.co/hfyzmrszri,uji teman sungguh hfyzmrszri,nan
mau main fish tapi pancingan aku jelek,mau main fish tapi pancingan aku jelek,main pancing jelek,nan
mbaditaa fish kalau mbakdit,mbaditaa fish kalau mbakdit,mbaditaa mbakdit,nan
baru hari pertama main fish kayaknya mulai kena penyakit mancing gila,baru hari pertama main fish kayaknya mulai kena penyakit mancing gila,main kayak sakit pancing gila,nan
hooneela okaayy maleman buka roblok aku add ingyh aku suka fish dan panjat,hooneela okaayy maleman buka roblok aku add ingyh aku suka fish dan panjat,hooneela okaayy malam buka roblok add ingyh suka panjat,nan
berasumsie bismillah narik secret fish,berasumsie bismillah narik secret fish,berasumsie bismillah tarik secret,nan
tidak seperti fish dapetin trisula aja menghabiskan coin emang kikir https //t.co/zk3qoue93r,tidak seperti fish dapetin trisula aja menghabiskan coin emang kikir https //t.co/zk3qoue93r,dapetin trisula habis coin kikir qoue,nan
semenjak main fish roblox sudah tidak pernah nyentuh lagi pdhl seminggu sblumnya kompe banget push rank wkwkw,semenjak main fish roblox sudah tidak pernah nyentuh lagi pdhl seminggu sblumnya kompe banget push rank wkwkw,semenjak main roblox nyentuh pdhl minggu sblumnya kompe push rank wkwkw,nan
romegolarge maen fish disini seger banget kali,romegolarge maen fish disini seger banget kali,romegolarge main seger,nan
paket dari summercurse tingkyuu fribis lucunyaa byy seneng banget dikirimin keychain suget ucull saking lamanya buka sekarang aku liat aquariumnya spt vibes fish dibanding okinawa mancingmaniamantap https //t.co/ue68hvkwd1,paket dari summercurse tingkyuu fribis lucunyaa byy seneng banget dikirimin keychain suget ucull saking lamanya buka sekarang aku liat aquariumnya spt vibes fish dibanding okinawa mancingmaniamantap https //t.co/ue68hvkwd1,paket summercurse tingkyuu frib lucunyaa byy neng dikirimin keychain suget ucull saking buka lihat aquariumnya spt vibes banding okinawa mancingmaniamantap hvkwd,nan
hari senin ini mari kita tutup dengan fish woi talon tolong kasih aku secret,hari senin ini mari kita tutup dengan fish woi talon tolong kasih aku secret,senin tutup woi talon secret,nan
lagi holic melupakan fish,lagi holic melupakan fish,holic lupa,nan
game full random seperti fish ada turnamennya mana taglinenya show your skill hebat,game full random seperti fish ada turnamennya mana taglinenya show your skill hebat,game full random turnamen taglinenya show your skill hebat,nan
bye fish gue akan nonton dracin aja,bye fish gue akan nonton dracin aja,bye nonton dracin,nan
sini ada gdm fish tidak mau join,sini ada gdm fish tidak mau join,gdm join,nan
roblox yang suka main bareng fish amp mendaki ada yang mau join server discord membernya rame sering yapping kalau minat boleh reply,roblox yang suka main bareng fish amp mendaki ada yang mau join server discord membernya rame sering yapping kalau minat boleh reply,roblox suka main bareng daki join server discord membernya ramai yapping minat reply,nan
tiktok anjj sekarang gue kalau denger let down radiohead jadi keinget player fish pake kursi roda yang tatapannya kosong kupingnya sudah layu,tiktok anjj sekarang gue kalau denger let down radiohead jadi keinget player fish pake kursi roda yang tatapannya kosong kupingnya sudah layu,tiktok anjj denger let down radiohead keinget player pakai kursi roda tatap kosong kuping layu,nan
banget sudah hari fish gbs trade hftt,banget sudah hari fish gbs trade hftt,gbs trade hftt,nan
