content,score,app,content_clean
Memang Tepat memilih ShopeePay👍💪🥰🥰🥰🥰🥰,5,shopeepay,memang tepat pilih
sangaaat kerenn bangettttttt ni aplikasi karna saya ganteng,5,shopeepay,sangaaat keren banget ganteng
good,5,shopeepay,good
gampang bayar pake Quris,5,shopeepay,gampang bayar pakai quris
"sangat memuaskan,memudahkan dalam belanja di Shopee dn tf di bank lainnya.",5,shopeepay,sangat memuaskanmemudahkan belanja shope bank lain
aplikasi yg sangat bagus dan membantu untuk belanja dan pengiriman tepat waktu,5,shopeepay,sangat bagus bantu belanja kirim tepat waktu
ini aplikasinya baguss bangat praktisss,5,shopeepay,aplikasi bagus bangat praktis
okay,5,shopeepay,okay
good,5,shopeepay,good
🫰👍,5,shopeepay,
apk nipu niat mau redem diamond malah ga masuk scammm scammm,5,shopeepay,tipu niat redem diamond malah masuk scam scam
blm pernah baru ini,5,shopeepay,pernah baru
good,5,shopeepay,good
saya tidak bisa login ke akun saya bagaimana ini sangat tidak profesional,1,shopeepay,login akun sangat profesional
sangat membantu segalanya.,5,shopeepay,sangat bantu segala
apakah kita bisa lunasi pinjaman shopepay pake sisa pinjaman shopepay,4,shopeepay,lunas pinjam pakai sisa pinjam
okela,5,shopeepay,okela
"apa katanya download shopepay supaya dapet 50RB nyatanya apa jir dapet 10 koin aja, pdhl udah login tiap hari sampe 7 hati anying lah, janji nya mana.",1,shopeepay,kata download nyata koin pdhl login tiap hari sampai hati anying janji
"sangat membantu sekali buat transaksi apaan saja, apalagi buat beli pulsa atau paket data",5,shopeepay,sangat bantu sekali buat transaksi apa buat beli pulsa paket data
good,5,shopeepay,good
wis paling ebate,5,shopeepay,paling ebate
WOI KOK GAADA DIAMOND GRATISNYA,1,shopeepay,diamond gratis
knapa akun saya masih di bekukan sedangkan saya ngga ada masalah sama sekali,1,shopeepay,knapa akun beku masalah sama sekali
aplikasi good,5,shopeepay,good
mantap,5,shopeepay,bagus
good sangat membantu,5,shopeepay,good sangat bantu
semoga ga di bekukan spaylater saya.,5,shopeepay,moga beku spaylater
siapa yang donlot gara gara ada ivent epep yang gratis 70 DM cung 🗿🗿,5,shopeepay,donlot ivent epep gratis cung
aplikasi setan ini.. menjebak.. cukup sya aja yg kena ya teman2 diaplikasi ktanya 7hari..pinjaman 720 pembayaran 1200..selama 7 hari.. sya ketipu tidak teliti dulu.. masalah cuman coba2.. blm 7 hari udah ditagih.. baru kepake 5 hari.. udah ditagih.. diteror.. tolong nya teman2 baca ini.. jangan pinjam disini..,1,shopeepay,setan jebak cukup kena teman aplikasi ktanya haripinjaman bayar lama hari tipu teliti masalah cuman coba hari tagih baru kepake hari tagih teror teman baca jangan pinjam sini
good,5,shopeepay,good
kereeennn,5,shopeepay,keren
oke,5,shopeepay,
baru pertama kali daftar udah bikin masalah nol bintang gk baguss,1,shopeepay,baru pertama sering daftar buat masalah bintang bagus
"sejauh ini baik dan aman, saya belum berani isi saldo banyak, di karenakan agak trauma pernah kehilangan saldo di aplikasi sebelah. semoga dengan bergabung nya saya di shopeepay tidak mendapat kesulitan.untuk mengembalikan kepercayaan saya terimakasih",5,shopeepay,jauh baik aman berani saldo banyak karena trauma pernah hilang saldo belah moga gabung dapat kesulitanuntuk kembali percaya terimakasih
fitur nya.. lengkap,5,shopeepay,fitur lengkap
"Inilah yang ku suka, praktis dan gak ribet",5,shopeepay,ini suka praktis rumit
semua jadi serba mudah,5,shopeepay,semua jadi serba mudah
pelayanan terbaik,5,shopeepay,layan baik
makin cepat bertransaksi,5,shopeepay,makin cepat transaksi
sangat puasss dengan aplikasi ini,5,shopeepay,sangat puas
sangat bagus dan mudah,5,shopeepay,sangat bagus mudah
mudah pemakaiannya..,4,shopeepay,mudah pakai
aplikasi dak jelas simpan saldo abis raib gara2 terhubung otomatis tidak pakek sandi aneh ni aplikasi,1,shopeepay,jelas simpan saldo habis raib hubung otomatis pakai sandi aneh
bisa nyimpen uang,5,shopeepay,simpan uang
"dg adanya sopee kami masyarakat di pelosok sangat sangat terbantu dpt mempermudah untuk memenuhi keperluan kami tanpa bepergian jauh dan kami Mita tolong pada pihak sopee ,bagi penjual yg tidak amanah harap di beri sangsi terimakasih",5,shopeepay,ada sope masyarakat pelosok sangat sangat bantu mudah penuh perlu pergi jauh mita pihak sope jual amanah harap beri sangsi terimakasih
"pelayanan jelek, uang saya di tahan!!! top up shope pay ga masuk masuk, uang nya buat main slot!!",1,shopeepay,layan jelek uang tahan shope masuk masuk uang buat main slot
"saya mendapatkan notif 2 pembayaran gagal dengan nominal yang sangat tinggi, dan saya tidak melakukan transaksi apapun, saya juga sudah menghubungi Call sunter namun tidak ada respon sama sekali, tolong di perbaiki akun saya, dan keamanan penggunaan Shopeepay",1,shopeepay,dapat notif bayar gagal nominal sangat tinggi laku transaksi apa hubung sunter respon sama sekali baik akun aman guna
"makasih ya masalah saya sudah Klir sama shopee pay leter,ada kesalahan pembayaran dishopee tagihan",5,shopeepay,makasih masalah klir sama shope leterada salah bayar dishope tagih
ok banget,5,shopeepay,banget
cocok untuk yang tidak bawa uang cash,5,shopeepay,cocok bawa uang cash
okey,5,shopeepay,bagus
bagus,4,shopeepay,bagus
mudah dan praktis,5,shopeepay,mudah praktis
ok,5,shopeepay,
baik-baik,4,shopeepay,baikbaik
ok. proses cepat,5,shopeepay,proses cepat
👍👍👍👍,5,shopeepay,
BAGUSSSS PISANNNNN,5,shopeepay,bagus pis
aplikasinya bagus,5,shopeepay,aplikasi bagus
bgi,4,shopeepay,
jadi mudah,5,shopeepay,jadi mudah
wooy token listrik 20k di kemanain,1,shopeepay,wooy token listrik kemanain
emang jos shopeepay,5,shopeepay,memang
aplikasi sangat bagus cocok buat di donwload sorry saya kasih bintang satu karena HP saya ada error nya gk bisa kasih bintang 5,1,shopeepay,sangat bagus cocok buat donwload sorry kasih bintang satu error kasih bintang
ok mantap,5,shopeepay,bagus
sngat baik,5,shopeepay,sngat baik
"Kalian kasi pengajuan limit SPinjam, tapi 4x coba tiap bulan gagal terus. Gak jelas.",1,shopeepay,kalian kasi aju limit spinjam coba tiap bulan gagal terus jelas
cepat untuk urusan pembayaran.😁,5,shopeepay,cepat urus bayar
mantab,5,shopeepay,bagus
terimakasih atas layanan,5,shopeepay,terimakasih atas layan
sangat mudah byr ini itu,5,shopeepay,sangat mudah
"aplikasi bagus,sangat puas",5,shopeepay,bagussangat puas
saya tidak bisa melakukan penarikan di sini,1,shopeepay,laku tari
mantap dapat mempermudah dan gampang di gunakan emang keren lh ini aplikasi nya,5,shopeepay,bagus mudah gampang guna memang keren
GOOD APL,5,shopeepay,good
sangat membantu,5,shopeepay,sangat bantu
ya cukup lumayan membantu,5,shopeepay,cukup lumayan bantu
oke mantap,5,shopeepay,bagus
the best,5,shopeepay,best
sangat membantu,5,shopeepay,sangat bantu
bagus bnget,5,shopeepay,bagus bnget
banyak koin,5,shopeepay,banyak koin
rekomen banget,4,shopeepay,rekomen banget
Alhamdulillah,5,shopeepay,alhamdulillah
goood,5,shopeepay,goood
is the best,4,shopeepay,best
bagus,3,shopeepay,bagus
gooddd apk,5,shopeepay,good
banyak promonya,5,shopeepay,banyak promo
sangat membantu,5,shopeepay,sangat bantu
Bagus,5,shopeepay,bagus
"belanja mudah , dan sangat membantu",5,shopeepay,belanja mudah sangat bantu
ok,5,shopeepay,
pelayanan/pemakaian cepat hemat praktis gak pakai ribet,5,shopeepay,pelayananpemakaian cepat hemat praktis pakai rumit
mantep deh pokoknya pake spayy gak ribet,5,shopeepay,mantep pokok pakai spay rumit
keren,5,shopeepay,keren
mantul,5,shopeepay,bagus
Lemah,3,shopeepay,lemah
blm pernah ke shopeepay mau coba tapi gagal trus kode otp tidak muncul,5,shopeepay,pernah coba gagal kode muncul
sip serba mudah,5,shopeepay,serba mudah
keren juga apk ini cicilan rendah,5,shopeepay,keren cicil rendah
baru mulai,5,shopeepay,baru mulai
tolong dibantu proses akun saya ini..dan tolong dibantu jaga aset2 yg ada di akun ini trm ksh 🙏,5,shopeepay,bantu proses akun inidan bantu jaga aset akun
ok,5,shopeepay,
sangat membantu,5,shopeepay,sangat bantu
apaan aplikasi macet Mulu ribet mo TF aja harus biometrik wajah udah gitu gagal Mulu anehh,1,shopeepay,apa macet mulu rumit biometrik wajah gitu gagal mulu aneh
top,5,shopeepay,
sangat sempurna,5,shopeepay,sangat sempurna
"SAYA TOP UP SALDO, BELUM JUGA MASUK, PAYAH!!! DARI HARI JUM'AT TANGGAL 19 DESEMBER 2025, PUKUL 01:29 HINGGA SAAT INI TANGGAL 21 DESEMBER 2025. CHAT COSTUMER SERVICE NYA JAWABANYAN BEGITU MULU.. KECEWA DENGAN SHOPEE PAY.. DARI PADA TOP UP,MENDING PEMBAYARAN COD SAJA, LEBIH JELAS...",1,shopeepay,saldo masuk payah hari jumat tanggal desember pukul hingga tanggal desember chat costumer service jawabanyan mulu kecewa shope upmending bayar lebih jelas
penanganan nya lambat... jadi males transaksi di sini lagi 💩,1,shopeepay,tangan lambat jadi males transaksi
"spay pinjam ga prnh di acc, jadi males bayar spaylater",1,shopeepay,spay pinjam pernah jadi males bayar spaylater
"penangan sangat lambat, selama 3 hari hanya disuruh 1x24jam namun tidak membuahkan hasil",1,shopeepay,nang sangat lambat lama hari suruh buah hasil
Bunga pinjaman mahal banget,1,shopeepay,bunga pinjam mahal banget
mantap,5,shopeepay,bagus
"buat co shofod terjadi kesalahan mulu, cek-in koin itu2 aja ga maju stuck dihari pertama doang🥱",1,shopeepay,buat shofod jadi salah mulu cekin koin maju stuck hari pertama doang
is the best forever,5,shopeepay,best forever
sangat terbantu,5,shopeepay,sangat bantu
manfaat bagus,5,shopeepay,manfaat bagus
"sangat membantu, topp lah",5,shopeepay,sangat bantu
mantapp,5,shopeepay,bagus
ada aplikasi shope pay mempermudah belanja online dan pembayarannya,5,shopeepay,shope mudah belanja online bayar
sesuai harapan,5,shopeepay,sesuai harap
bagus baik,5,shopeepay,bagus baik
mantap,5,shopeepay,bagus
good,5,shopeepay,good
mantap,5,shopeepay,bagus
aplikasi bagus banget,5,shopeepay,bagus banget
mempermudah transaksi pembayaran,5,shopeepay,mudah transaksi bayar
bagus apk nya,5,shopeepay,bagus
"tiba2 spaylater di bekukan, tiba2 di iming2 spaylater... tolong jangan di PHP",1,shopeepay,tiba spaylater beku tiba iming spaylater jangan
sangat baik aplikasi ini mantab mga lebih baik lagi,5,shopeepay,sangat baik bagus lebih baik
sangat membantu,5,shopeepay,sangat bantu
makasih mohon buka pembekuan nya,5,shopeepay,makasih mohon buka beku
kenapa sekarang jadi tidak bisa login,3,shopeepay,sekarang jadi login
bagus sif mantaf 👍,5,shopeepay,bagus bagus
"HUTANG SUDAH D BAYAR, TAPI DI SLIK OJK MASIH MERAH",1,shopeepay,hutang bayar slik merah
oke,5,shopeepay,
serba bsa mantap,5,shopeepay,serba bagus
ok,5,shopeepay,
sangat suka dan banyak promo diskonnya.,5,shopeepay,sangat suka banyak promo diskon
ok,5,shopeepay,
bagus,5,shopeepay,bagus
ok,5,shopeepay,
baik,5,shopeepay,baik
bagus,5,shopeepay,bagus
saya senang,5,shopeepay,senang
"sangat membantu,,trimakasih shopee..🙏",5,shopeepay,sangat membantutrimakasih shope
Ok,5,shopeepay,
nice 👍,5,shopeepay,nice
good,5,shopeepay,good
👍👍👍👍👍,5,shopeepay,
Sangat Bagus,5,shopeepay,sangat bagus
cepet puas,5,shopeepay,cepet puas
bagus,5,shopeepay,bagus
sampai kapan ya gangguan nya,1,shopeepay,kapan ganggu
mantap,4,shopeepay,bagus
"sangat membantu dalam urusan bayar membayar,baik bayar tagihan maupun pembelian.",5,shopeepay,sangat bantu urus bayar membayarbaik bayar tagih maupun beli
good,5,shopeepay,good
jos,5,shopeepay,
good like,5,shopeepay,good like
wow,5,shopeepay,
mudah transaksi nya bozzz,5,shopeepay,mudah transaksi
bagus dan sangat rekomendasi untuk keperluan mendadak dan gampang sekali ACC nya,5,shopeepay,bagus sangat rekomendasi perlu dadak gampang sekali
akun lama tidak login sekali ingin login malah d batasi dan tidak bisa d gunakan lagi harus ganti laen,1,shopeepay,akun lama login sekali login malah batas guna ganti laen
ok lahhh,5,shopeepay,
siplah,5,shopeepay,sip
segala urusan jadi mudah/ lancar,5,shopeepay,segala urus jadi mudah lancar
"belanja di shope mudah sekali dan selalu mendapatkan grtis ongkir semoga shooe semakin jaya ,amanah,dan sukses selalu",5,shopeepay,belanja shope mudah sekali selalu dapat grtis ongkir moga shooe makin jaya amanahdan sukses selalu
"bagus, limitku besar & bunga kecil",5,shopeepay,bagus limit besar bunga kecil
bagus,5,shopeepay,bagus
top,5,shopeepay,
good,5,shopeepay,good
memudahkan payment,5,shopeepay,mudah payment
kenapa sayah selalu gagal mengaktifkan spinjam dan speleter saya,5,shopeepay,sayah selalu gagal aktif spinjam speleter
👍👍👍👍👍,5,shopeepay,
wow,5,shopeepay,
terbaik,4,shopeepay,baik
"baguss, bebas biaya admin",5,shopeepay,bagus bebas biaya admin
bagus,5,shopeepay,bagus
mantap,5,shopeepay,bagus
good,5,shopeepay,good
lemot parag,1,shopeepay,lot parag
spinjam nya terlalu mahal bayar bunga nya selisih hampir 40 rb dari tetangga sebelah,2,shopeepay,spinjam terlalu mahal bayar bunga selisih hampir tetangga belah
lancar jaya,5,shopeepay,lancar jaya
mantap kk ku bantu lama untuk top up dana gratis ya kk ku,5,shopeepay,bagus bantu lama gratis
memudahkan kita untuk belanja online. produk bagus,5,shopeepay,mudah belanja online produk bagus
Bagus,5,shopeepay,bagus
bohong,1,shopeepay,bohong
🤩🤩🤩,5,shopeepay,
mantap,5,shopeepay,bagus
"sudah ngak kaya dulu,pengajuan gampang sekarang super sulit,giliran gampang pasti diskonek padahal jaringan bagus",2,shopeepay,kaya dulupengajuan gampang sekarang super sulitgiliran gampang diskonek jaring bagus
👍,5,shopeepay,
mantap,5,shopeepay,bagus
"mantap, sangat bermanfaat",5,shopeepay,bagus sangat manfaat
pembayaran cepat,4,shopeepay,bayar cepat
bagus,5,shopeepay,bagus
bagus bisa percaya,5,shopeepay,bagus percaya
👍👍,5,shopeepay,
lebih mudah dan cepat shopee pay membantu banget 👍👍,5,shopeepay,lebih mudah cepat shope bantu banget
sangai membatu utk pembayaran cashless,5,shopeepay,sangai batu bayar cashles
biasanya cepet ngirim uang ke E-wallet sekarang ada jeda waktunya. untuk pengiriman uang ke sana gimana yang urgent butuh uang dari Shopee ke E-wallet harus nunggu berjam jam tolong sistem nya lebih baik kayak kemarin cepet jangan ada jeda waktu gini malah jadi penurunan rating untuk aplikasinya termasuk saya yang sering ngirim uang dari Shopee ke E-wallet merasa terganggu buang buang waktu nunggu masuk uang nya,1,shopeepay,biasa cepet kirim uang ewallet sekarang jeda waktu kirim uang urgent butuh uang shope ewallet tunggu jam sistem lebih baik kayak kemarin cepet jangan jeda waktu gin malah jadi turun rating aplikasi masuk sering kirim uang shope ewallet rasa ganggu buang buang waktu tunggu masuk uang
ok mantap,5,shopeepay,bagus
sangat membantu,5,shopeepay,sangat bantu
sangat membantu,4,shopeepay,sangat bantu
"makin kesini pengiriman banyak yang ga sampe kendala paket stuck teruss,udah lapor kesana kesini gaada perubahan paket tetep ga sampee dan entah kemana itu paket,sedang memproses terus gatau keberadaan paketnya dimana",1,shopeepay,makin kesini kirim banyak sampai kendala paket stuck terussudah lapor kesana kesini ubah paket sampai entah paketsedang proses terus gatau ada paket
"e wallet ga jelas,maen blokir blokir seenaknya",1,shopeepay,wallet jelas main blokir blokir enak
lebih praktis dan efisien,5,shopeepay,lebih praktis efisien
cukup mempermudahkan urusan sehari-hari!,5,shopeepay,cukup mudah urus seharihari
"ribet untuk aktifkan paylater selalu masalah jaringan terus, padahal pake wifi tetep aja susah 👎💩💩",1,shopeepay,rumit aktif paylater selalu masalah jaring terus pakai wifi susah
"shopee pay mantap ,keren dan sangat membatu dalam transaksi,pokoknya semua mudah dgn shoope semoga sukses dan jaya selalu ya Shoope",5,shopeepay,shope bagus keren sangat batu transaksipokoknya semua mudah shoope moga sukses jaya selalu shoope
"aplikasi jelek bgt...! saya kapok isi saldo shopepay lagi.... masa saya top up shopepay ,saldo tidak masuk2. dan di suruh nunggu 1x 24jam sma cs nya tetap saja tidak masuk....",1,shopeepay,jelek banget kapok saldo masa saldo masuk suruh tunggu customer service tetap masuk
alus euy,5,shopeepay,alus
.....⭐⭐⭐⭐⭐⭐,5,shopeepay,
bagus di gunakan karena banyak kelihan dan keuntungannya,5,shopeepay,bagus guna banyak kelih untung
"bagus sekali, sangat membantu",5,shopeepay,bagus sekali sangat bantu
"saat kirim ewallet estimasi 1 jam,pas sudah lewat waktu estimasinya malah harus nunggu 24 jam lagi,mending gausah dipake ini aplikasi busuk",1,shopeepay,kirim ewallet estimasi jampas lewat waktu estimasi malah tunggu lagimending gausah dipake busuk
sangat memudahkan pelanggan untuk belanja,5,shopeepay,sangat mudah langgan belanja
iseng topup ovo yg katanya gratis. tapi topup ovo emang gratis. saldo ovo tetep terpotong biaya admin.,1,shopeepay,iseng kata gratis memang gratis saldo potong biaya admin
Asyik banget menggunakan shopeepay mempermudah menurut saya. sebelumnya tidak begitu perdulikan aplikasi ini.,5,shopeepay,asyik banget mudah belum duli
lemot,1,shopeepay,lot
good,5,shopeepay,good
mantap,5,shopeepay,bagus
jos,5,shopeepay,
"Apalah tiba-tiba saldo berkurang sisa 3k , pas di cek diriwayat ada transaksi yang ga pernah dilakukan padahal harusnya tiap transaksi perlu verifikasi terlebih dahulu, tanggung jawab oi",1,shopeepay,apa tibatiba saldo kurang sisa riwayat transaksi pernah laku harus tiap transaksi perlu verifikasi lebih tanggung jawab
pembayaran lebih mudah,5,shopeepay,bayar lebih mudah
